0.0999003,0.036451,-0.253358,0.806588,-0.742931,-0.887117,-1.18341,-0.683307,-0.0508672,0.519777,-0.539598,-0.100163,-0.598444,-0.513281,-0.481209,0.363618,0.824645,-0.253692,-0.680645,0.830702,-0.112499,-0.799193,-0.0361308,0.0237684,0.453169,0.588502,
-0.262139,0.482286,0.820629,-0.884159,-0.233995,-0.0827719,0.548168,-0.106266,-0.0802792,0.941497,-0.994964,-0.923963,-0.564072,-0.0563575,-0.594708,0.682708,0.262951,-0.500209,0.442736,0.609962,-0.943454,0.366745,0.390501,0.461122,-0.425836,-0.61566,
0.122837,-0.864474,-0.812008,-0.380956,0.769495,0.393167,-0.0588382,-0.179591,-0.186895,0.659394,0.720146,-1.39649,-0.867135,-0.429358,-0.349741,-1.19196,0.679777,1.06012,0.56812,-0.16086,-0.410175,-0.259372,-0.164436,-1.11802,-0.420385,-0.59675,
-0.762384,-0.17896,-0.510792,-0.70966,-0.337878,0.47672,-0.952986,-0.724326,-0.487854,-0.749547,-0.58001,0.74723,-0.149431,-0.0890987,-0.0175519,0.530943,0.143123,0.309957,-0.0752834,-0.759483,0.651169,0.39941,0.267913,-0.12496,-0.581609,-0.668272,
-0.0156045,-0.208519,-0.587338,0.0965415,0.284128,0.285532,-0.386364,-0.921028,-0.716561,-0.399948,0.495957,-1.26585,1.29214,-0.665527,0.361784,-0.454794,1.08793,1.37165,0.296372,-0.923466,-0.297994,0.337809,0.314788,-0.1123,-0.946496,0.249707,
0.100323,0.600504,0.108422,-0.169902,-0.164303,-0.157061,-1.11693,0.657207,0.0115394,0.666231,-0.260458,-0.75134,-0.333775,0.403545,0.675264,-0.468795,0.0159559,-0.219884,-0.179433,0.928828,-0.763539,-0.713016,-0.0774611,0.315778,0.0552546,-0.197288,
-0.965637,-0.933392,-0.400738,-0.632861,0.565506,-0.398684,-0.475622,-0.781765,1.61915,0.288226,-0.603427,0.493588,0.403736,0.444868,1.16415,0.605354,0.960973,-0.321169,0.909061,0.625733,0.261843,0.680065,1.24897,0.795791,0.528936,-0.469221,
0.318205,0.357456,0.155978,0.194706,0.101254,0.313796,-1.15522,0.0998312,-0.903601,-0.721053,-0.654133,0.27384,0.603081,0.931687,0.29363,0.348572,1.00599,0.441536,-0.0774422,0.439532,-0.387167,-0.641139,0.447958,-0.0414337,-0.387803,0.66603,
-0.815273,0.890139,-1.30054,-0.639214,-0.306344,0.0900528,0.301494,-0.775253,-0.938348,-0.315625,0.0862703,-1.69773,1.19315,0.257224,-0.427788,-1.18217,-0.580714,0.811114,0.325713,-0.486046,-0.507277,-0.323501,-0.460637,-0.304759,-0.283853,0.558114,
-0.0323766,0.352981,0.399915,-0.695018,1.00904,-0.228289,-0.529581,-0.888702,-1.26385,-0.65354,0.211432,-0.589727,-0.351206,-0.0153204,0.219507,-0.990316,-0.306965,-0.832638,0.0505621,0.248128,0.745838,0.88053,-0.489384,-0.40433,0.167016,-0.842097,
0.681593,0.425674,-0.68892,0.301625,0.243888,-0.983664,-0.126502,0.588476,-1.1669,0.656286,0.00366482,-0.628047,-0.706287,0.883026,0.00359052,-0.0564396,0.434504,-0.612647,-0.720453,-0.906556,-0.824262,-0.305221,0.0413668,-0.073676,-0.625101,0.697769,
-0.851305,-0.104029,-0.961669,-1.01952,0.579115,-0.464056,0.923911,-0.178259,1.44727,0.854687,0.945178,0.473563,0.0192049,0.737647,-0.301337,0.0204992,-0.555184,0.461763,0.814342,0.849263,-0.745102,0.903146,0.802778,-0.00974646,0.317431,-0.636779,
-0.0688329,-0.766131,-0.0948068,0.729558,1.17484,-0.228023,0.414767,0.481454,0.00796461,0.685836,-0.846816,0.817864,-0.371029,0.215371,0.843082,-0.476469,0.81367,-0.750768,0.759131,-0.983179,0.728334,-0.795115,-0.164441,-0.210808,-0.0742513,0.141074,
-0.646665,0.557336,0.620973,0.717805,-0.293797,-0.208664,-0.406188,0.563823,-0.63376,-0.87017,-0.383394,-0.499405,1.04641,-0.945883,0.678922,-0.958287,-0.45329,0.648585,0.611964,0.254346,-0.899543,0.473168,-0.464932,0.152869,-0.148923,0.511539,
0.388122,0.789924,0.234767,0.796058,0.658659,0.954724,0.571686,0.808648,0.823751,-0.687502,-0.941702,0.248071,1.09163,-0.83913,1.22681,0.254363,-0.8469,0.697524,-0.998351,0.391843,0.130005,-0.17974,0.924754,-0.640921,0.515087,-0.135729,
0.781519,0.330252,-0.176923,-1.10379,0.475836,-0.00578387,0.683553,-0.888349,-0.272205,0.506539,-0.212052,0.404912,0.297986,-1.05103,-0.336513,-0.497396,0.922138,-0.719385,0.834434,-0.350051,-0.976834,-0.64105,-0.653059,0.047425,-0.0445391,-0.589423,
0.350576,-0.731492,-0.351989,0.344551,0.14198,1.01226,0.428966,-0.0722325,-0.196728,0.157021,-0.98591,-0.790185,0.0482996,0.831193,0.479728,-0.319468,-0.947299,-0.474044,-0.143593,-0.34296,-0.530597,0.449287,0.222582,-0.306338,-0.0961262,0.960011,
-0.739078,-0.695927,0.853362,-0.567656,-0.547295,-0.534394,-0.564318,0.439345,-0.321779,-0.331741,-0.170187,-0.599492,-0.608572,0.548859,0.599739,-0.606186,0.939719,0.18073,-0.858755,0.557638,-0.856142,-0.0613563,-0.201361,-0.87746,0.666141,0.717751,
-0.622073,0.614329,-0.389251,0.102017,-0.147058,-0.919616,-0.361991,0.600806,0.446503,0.803435,-0.58758,0.0330794,-0.411838,-0.53207,0.76684,-0.660155,-0.706901,-0.728437,0.624561,-0.384609,-0.437101,-0.933051,0.815483,0.0765233,-0.893877,0.693783,
-0.825021,-0.94518,0.205742,-0.74545,1.23869,0.974332,-0.0130661,-0.752756,-0.0206294,0.71942,0.908299,0.800824,-0.787333,-0.61406,-0.149517,0.930671,-0.853154,-0.229086,0.460133,0.914033,-0.626551,-0.577791,-0.718459,-0.937164,-0.974301,1.01763,
0.405021,0.250764,-0.444621,0.30956,0.487873,0.961332,0.241993,-0.716518,-0.69592,-0.442407,0.348248,-0.894087,0.397225,-0.276452,-0.938312,0.565661,0.949153,0.0179802,0.571146,-0.574533,0.159137,0.844111,-0.0466666,-0.00686563,0.302978,0.498598,
0.0926697,0.877995,0.53297,0.647719,-0.594465,0.679022,-0.947172,-0.855877,-0.355717,-0.620202,-0.236589,-0.555708,-0.330554,-1.01612,0.103371,0.847649,0.898907,-0.590537,-0.437282,-0.832441,0.467978,-0.930756,0.553295,0.625568,-0.663511,-0.488633,
-0.207884,-0.524394,-0.488368,-0.00938343,0.508487,0.500286,0.363996,0.123046,0.977604,-1.0158,0.571374,-0.86962,0.971062,0.431615,-0.455073,0.0207411,0.385579,0.47243,-0.138277,1.00096,0.513497,-0.82048,-0.14236,0.338111,0.881947,0.607358,
-0.336992,-0.44564,-0.68533,0.415106,0.720947,-0.271836,0.516372,-0.468231,0.755735,0.677257,0.560102,0.109385,0.472068,-0.882075,1.01868,1.02128,-0.941087,-0.821698,-0.00130848,0.0887514,-0.298263,-0.436162,-0.667124,0.6823,-0.693229,0.350499,
0.196494,-0.961628,0.793036,0.225613,-0.175328,0.613634,0.589027,0.0536294,-0.490238,-0.742262,-0.159745,-0.563626,0.53992,-0.693276,0.796308,0.940178,-0.539209,-0.547384,-0.706388,0.861799,0.26628,-0.905482,1.08266,-0.542127,-0.430975,0.304489,
0.203438,-0.278216,-0.952859,0.00816096,0.131415,0.300575,-0.957689,-0.127441,-1.34773,-0.471751,0.877394,-0.408154,0.805556,0.817059,-0.496696,-0.160847,-0.114253,0.128539,-0.435152,-0.566136,-0.94604,0.494658,0.434693,-1.0102,-1.07476,-0.299334,
-0.64026,0.537909,0.233463,-1.73867,0.815787,0.784842,1.31045,0.209642,1.35134,-0.577279,0.103144,1.73862,0.959069,-0.113999,-0.00267236,1.11881,-0.244692,0.326762,-0.248789,-0.0275586,-0.520523,0.403673,0.389632,0.233593,-1.60396,0.158537,
-0.519822,0.745379,-0.0527147,-1.11353,0.815082,0.0941782,0.920636,-1.00273,2.66282,0.470551,-1.07033,1.40723,0.797861,0.378124,0.648805,0.0506797,0.899437,0.720779,0.286402,0.923768,0.77088,0.72585,0.101326,0.49095,-1.67982,-0.195858,
0.412084,0.938087,-0.753794,0.0228742,-0.390771,0.353434,0.072641,0.959237,-0.573562,0.143122,1.23502,0.0902265,1.02983,-0.661176,0.708526,-0.243202,-0.476382,0.71339,-0.561602,-0.425884,0.378354,0.940165,0.125049,-0.137874,-0.833059,-0.832369,
0.524686,-0.510509,-0.779936,0.0439112,-0.848251,0.0162874,-0.0262792,-0.457085,-0.200495,0.832195,-0.483632,-0.0812703,-0.407693,-0.137365,-0.799756,0.394946,0.761992,0.905511,-0.451227,0.239451,-0.051837,0.947854,0.320513,-0.627162,-0.565569,0.0244613,
-0.618297,0.672641,0.113219,-0.161418,-0.701535,-0.195788,-1.04602,-0.0387933,0.227078,0.299077,-0.0703691,-0.652184,0.87306,0.176357,-0.274104,-1.76999,1.10806,1.00158,0.315748,-1.14524,0.956303,0.401587,0.110879,-0.869803,0.101565,-0.646765,
-0.221494,-0.257535,-0.458972,1.11508,-0.0805737,-0.140752,-0.0512625,-0.628424,0.09248,-0.27857,0.894206,-0.510408,0.502293,-0.123711,0.640509,-0.334321,-0.686327,-0.0052135,0.803933,0.537751,0.352133,-0.465877,0.709768,-0.566618,-0.290379,-0.322133,
0.359601,0.239534,-0.324323,-0.281392,0.0508586,0.117137,-0.317235,0.370152,-0.123502,-0.464061,0.0725089,-1.66689,0.123903,1.14685,0.404328,-1.42296,-0.510646,1.19847,-0.288146,-1.43399,0.682838,0.474488,0.298662,-1.58066,-1.27755,0.134126,
-0.986789,-0.0711623,-0.614385,0.354466,-0.895281,0.636674,0.351459,-0.0708912,-0.707936,-0.343773,0.630962,0.173408,-0.681821,0.501545,-0.550125,-0.173327,1.0247,1.02814,-0.233618,0.152976,-0.285878,0.0362351,-0.675966,0.445476,-0.0398896,1.09593,
-0.870021,-0.581855,0.0307818,0.725435,1.46681,1.03532,0.161714,-0.342157,0.110373,0.148295,0.857605,-0.199962,-0.396714,-0.0154243,1.31466,0.351864,-0.567191,0.569446,0.720854,0.937792,-0.0273255,0.686263,-0.216735,1.25522,2.41584,-0.46186,
-0.33127,-0.902571,0.387654,0.85784,-0.132552,-0.179172,-0.688834,-0.723791,-0.0186239,0.0866885,-0.690302,0.652979,-0.0437233,-0.595289,-0.102706,-1.11601,-0.946502,0.353813,-0.369511,-0.109507,0.797191,0.785483,0.0465031,-0.833187,-1.08209,-0.478903,
0.876349,0.103119,0.425978,-0.631375,-0.820158,-0.710369,-1.09296,0.934009,-1.3854,0.282405,0.24479,-1.04764,0.872595,-0.723903,0.085142,-2.20751,-0.227012,1.01202,0.615493,0.477147,-0.549176,-0.318487,-0.771322,0.529044,-0.874669,0.110275,
0.881521,-0.610856,-0.182517,0.640354,-0.109023,-0.0759636,-0.639998,0.232511,0.498294,-0.290301,0.0769999,0.688454,0.113248,-0.536465,0.863362,0.187178,-0.134679,-0.485375,-0.805253,-0.129963,0.382392,-0.248385,-0.590303,0.456771,-0.958539,-0.648394,
0.892994,-0.737047,0.829189,0.0148883,0.954263,0.4735,0.552409,-0.60368,-0.35546,-0.751982,0.992161,-0.990647,0.662163,-0.683751,-0.0371816,-0.753521,0.631355,-0.48125,-0.185299,-0.622927,0.804639,-0.0287606,0.716314,-0.376604,0.0495162,-0.940947,
0.872808,0.498621,0.458003,-0.930793,1.83516,-0.621922,-0.451324,0.0410822,1.03066,0.135729,-0.744516,0.161768,-0.152833,-0.233131,0.949771,0.878323,0.420655,-0.792445,0.0489243,0.813962,0.00567795,0.666647,-0.595854,-0.0192732,1.14375,-0.0105145,
0.504518,-0.185999,-0.187248,0.363806,0.373304,-0.816027,0.0160113,0.196222,0.745559,-0.0509976,0.733676,0.679224,-0.715798,-0.541169,0.0304817,0.315929,0.401653,0.608413,-0.236716,-0.824932,0.157641,0.582695,0.182045,-0.794926,-0.111685,0.0773946,
0.874028,0.5167,-0.632796,1.00981,-0.977437,-0.247882,0.56645,0.0598901,-0.7105,0.210838,-0.432296,-1.14178,0.385926,-0.117256,-0.333565,-0.539063,-0.137327,0.777128,0.108211,0.786841,0.085826,0.245407,0.166818,-0.135025,-0.48065,-0.825994,
-0.474736,0.5528,-0.67062,0.0619765,0.584717,0.707779,0.72664,0.0134199,-0.130467,0.777924,-0.723968,1.01504,-0.201835,-0.515553,-0.372282,0.420303,-0.536774,-0.716472,0.610428,1.02776,-0.335053,-0.429556,1.22852,0.222888,2.12076,-0.387311,
-0.494994,-0.691663,0.350814,0.279546,0.157613,0.765538,0.308489,0.693227,-0.600667,-0.0275194,-0.793133,0.0816986,0.458399,-0.672058,-0.148838,1.00604,0.232082,0.946671,-0.488319,-0.0149214,-0.431077,0.899593,-0.50664,0.0438018,1.62534,0.89018,
0.124662,-0.529961,0.371856,-0.475505,1.06463,0.185837,-0.0118237,-0.393686,-0.593428,0.539961,0.555116,0.242477,-0.520311,-0.832583,-0.415489,-0.0817316,0.439872,0.893956,-1.01371,-0.0640268,0.0284833,0.850473,0.382134,0.0688901,0.995438,-0.383217,
-0.931887,0.244763,0.924799,1.0794,0.885906,-0.37497,-0.133324,0.606699,-0.251419,-0.834768,-0.530006,-0.234749,-0.510088,-0.256148,0.664228,0.801001,-0.515899,-0.284892,0.503351,0.0941174,0.673846,0.733191,0.658348,0.124895,-0.168776,0.452397,
0.989747,0.717247,-0.863608,0.767593,-0.912696,-0.280283,0.570216,0.468806,-0.460845,0.748284,-0.41585,-0.673335,0.193947,0.669367,0.613383,-1.06226,-0.79055,-0.596127,-0.173038,-0.375485,0.74239,-0.553751,0.637328,-0.732902,-0.33764,1.20342,
-0.126475,-0.0298483,-0.264181,0.12826,0.560963,0.501891,0.748328,-0.0299715,0.549582,-0.182146,-0.283413,0.408001,0.868212,-1.00923,1.02398,0.815035,0.0150422,-0.24298,-0.579387,-0.11845,-0.266114,-0.946862,0.123775,0.760774,-0.510224,1.1134,
-0.445753,-0.138405,0.529718,0.289637,-0.306335,-0.14321,0.516442,-0.298259,-0.744957,-0.188348,0.631343,-0.109737,-0.23554,0.0337241,0.76902,0.246087,0.331186,0.826216,0.855122,0.836867,0.717167,0.639064,0.305168,0.366703,-0.255507,-0.189467,
-0.236462,-0.0259472,-0.591385,0.410053,-0.717535,0.691687,-0.3154,0.695347,0.604613,-0.345762,0.834481,-0.193778,-0.715931,-0.192623,-0.771171,0.689079,-0.221372,-0.0694319,0.218107,-0.173429,-0.751796,-0.0526538,0.950054,0.220327,0.522797,0.493893,
0.496998,-0.425462,0.866561,-0.620648,0.739312,0.526782,0.976227,0.262959,1.04384,0.427131,-0.0954197,0.487572,-0.565066,0.797449,0.241627,0.819758,0.775596,0.719432,0.00175257,0.969153,-0.977893,-0.0903606,0.778171,0.00948874,1.42525,0.690979,
-0.641144,-0.00370244,-0.897689,-0.469648,1.02562,-0.885111,0.234143,-0.967235,0.78394,-0.24869,0.221783,0.854223,0.278952,-0.269895,-0.684964,0.732237,0.419471,-0.134398,0.600141,0.392923,-0.417429,-0.873565,1.05649,0.909294,0.687904,1.13752,
-0.739245,0.215073,-0.359465,0.780648,0.215313,0.803036,-0.846612,0.74111,-0.947248,-0.297622,0.303116,-0.3536,-0.215561,-0.198163,-0.824978,-0.50169,0.62094,-0.879666,-0.839464,-0.984462,-1.12598,-0.96493,-0.163847,-0.876991,-1.09323,-0.117406,
-0.325882,0.882413,-0.237584,-0.239609,0.396716,-0.128132,0.866231,0.0530962,0.64674,-0.275913,-0.758336,-0.948979,-0.128436,0.615601,0.353334,-1.10978,0.812215,0.868382,0.671868,0.603719,0.577498,-0.803643,-0.425468,-0.875141,0.0612579,0.751265,
0.0349847,-1.25575,-0.093557,0.396764,4.07136,1.08251,2.89447,-1.39735,1.92503,-0.73718,-1.12167,-0.0798252,0.86671,-0.91768,0.467555,-0.522268,1.22626,1.03618,0.868566,-0.756421,-0.197723,-1.02858,1.15708,0.0423619,-3.27291,0.0717579,
